Group;Group_Simple;Order;Common_Name;Dominant_Frequency;Log_Dominant_Frequency;Scientific_Name;Scientific_Name_(Replacement_Species);Frequency;Log_Frequency;Weight;Log_Weight;Environement;Mastication;Congregatory;Group_Size;Log_Group_Size;Chewing_Rate;Log_Chewing_Rate;Ref
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;4.37359215;0.64083828;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;2.98725147;0.47527178;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;4.85280433;0.68599278;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Apodiformes;Lesser Violetar;7579.6875;3.879651301;Colibri cyanotus;Colibri cyanotus;1.60082843;0.20434479;0.00525;-2.2798407;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Apodiformes;Lesser Violetar;7041.357422;3.84765639;Colibri cyanotus;Colibri cyanotus;6.18519333;0.79135328;0.00525;-2.2798407;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Apodiformes;Lesser Violetar;6718.359375;3.827263231;Colibri cyanotus;Colibri cyanotus;2.60055345;0.41506578;0.00525;-2.2798407;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Apodiformes;Lesser Violetar;6158.496094;3.78947467;Colibri cyanotus;Colibri cyanotus;2.34375;0.36991129;0.00525;-2.2798407;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Apodiformes;Lesser Violetar;7235.15625;3.859447915;Colibri cyanotus;Colibri cyanotus;2.26391327;0.35485979;0.00525;-2.2798407;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Coraciiformes;Lilac Breasted Roller;2756.25;3.440318607;Coracias caudatus;Eurystomus gularis;3.09259667;0.49032328;0.111;-0.95467702;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Coraciiformes;Lilac Breasted Roller;2928.515625;3.466647546;Coracias caudatus;Eurystomus gularis;5.57440835;0.74619878;0.111;-0.95467702;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Coraciiformes;Lilac Breasted Roller;2672.87624;3.42697885;Coracias caudatus;Eurystomus gularis;2.60055345;0.41506578;0.111;-0.95467702;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Coraciiformes;Lilac Breasted Roller;3186.914063;3.503370353;Coracias caudatus;Eurystomus gularis;2.60055345;0.41506578;0.111;-0.95467702;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Coraciiformes;Lilac Breasted Roller;2869.76258;3.457845968;Coracias caudatus;Eurystomus gularis;3.67773796;0.56558078;0.111;-0.95467702;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Sphenisciformes;Magellanic Penguin;882.8613281;2.945892494;Spheniscus magellanicus;Spheniscus magellanicus;2.11230577;0.32475679;04.juin;0.66275783;Shore;No;Yes;500000;5.698970004;;;
Aves;Aves;Sphenisciformes;Magellanic Penguin;1464.257813;3.16561755;Spheniscus magellanicus;Spheniscus magellanicus;2.18679607;0.33980829;04.juin;0.66275783;Shore;No;Yes;500000;5.698970004;;;
Aves;Aves;Sphenisciformes;Magellanic Penguin;1658.056641;3.219599362;Spheniscus magellanicus;Spheniscus magellanicus;2.69226177;0.43011728;04.juin;0.66275783;Shore;No;Yes;500000;5.698970004;;;
Aves;Aves;Sphenisciformes;Magellanic Penguin;1593.457031;3.202340357;Spheniscus magellanicus;Spheniscus magellanicus;2.11230577;0.32475679;04.juin;0.66275783;Shore;No;Yes;500000;5.698970004;;;
Aves;Aves;Sphenisciformes;Magellanic Penguin;1550.390625;3.190441134;Spheniscus magellanicus;Spheniscus magellanicus;3.94170195;0.59568378;04.juin;0.66275783;Shore;No;Yes;500000;5.698970004;;;
Aves;Aves;Pterocliformes;Namaqua Sandgrouse;3208.447266;3.506294906;Pterocles namaqua;Pteroclesburchelli;7.88340389;0.89671378;0.17;-0.76955108;Open;No;Yes;165;2.217483944;;;
Aves;Aves;Pterocliformes;Namaqua Sandgrouse;2240.58742;3.350361893;Pterocles namaqua;Pteroclesburchelli;5.02393811;0.70104428;0.17;-0.76955108;Open;No;Yes;165;2.217483944;;;
Aves;Aves;Pterocliformes;Namaqua Sandgrouse;2131.787109;3.328743832;Pterocles namaqua;Pteroclesburchelli;7.10492141;0.85155928;0.17;-0.76955108;Open;No;Yes;165;2.217483944;;;
Aves;Aves;Pterocliformes;Namaqua Sandgrouse;2153.320313;3.333108637;Pterocles namaqua;Pteroclesburchelli;7.61486622;0.88166228;0.17;-0.76955108;Open;No;Yes;165;2.217483944;;;
Aves;Aves;Pterocliformes;Namaqua Sandgrouse;2751.74692;3.439608489;Pterocles namaqua;Pteroclesburchelli;6.8629017;0.83650778;0.17;-0.76955108;Open;No;Yes;165;2.217483944;;;
Aves;Aves;Otidiformes;Northen Black Korhaan;1593.457031;3.202340357;Afrotis afraoides;Ardeotis kori;2.98725147;0.47527178;0.7;-0.15490196;Open;No;No;2;0.301029996;;;
Aves;Aves;Otidiformes;Northen Black Korhaan;2411.71875;3.38232666;Afrotis afraoides;Ardeotis kori;2.88549472;0.46022028;0.7;-0.15490196;Open;No;No;2;0.301029996;;;
Aves;Aves;Otidiformes;Northen Black Korhaan;1291.992188;3.111259888;Afrotis afraoides;Ardeotis kori;2.69226177;0.43011728;0.7;-0.15490196;Open;No;No;2;0.301029996;;;
Aves;Aves;Otidiformes;Northen Black Korhaan;2096.47518;3.321489725;Afrotis afraoides;Ardeotis kori;2.69226177;0.43011728;0.7;-0.15490196;Open;No;No;2;0.301029996;;;
Aves;Aves;Otidiformes;Northen Black Korhaan;2540.917969;3.404990644;Afrotis afraoides;Ardeotis kori;2.98725147;0.47527178;0.7;-0.15490196;Open;No;No;2;0.301029996;;;
Aves;Aves;Procellariiformes;Northern Fulmar;1464.257813;3.16561755;Fulmarus glacialis;Daption capense;4.22461154;0.62578678;0.7675;-0.11492162;Shore;No;Yes;250002;5.397943483;;;
Aves;Aves;Procellariiformes;Northern Fulmar;1205.859375;3.081296664;Fulmarus glacialis;Daption capense;8.16141153;0.91176528;0.7675;-0.11492162;Shore;No;Yes;250002;5.397943483;;;
Aves;Aves;Procellariiformes;Northern Fulmar;1033.59375;3.014349875;Fulmarus glacialis;Daption capense;10.0478762;1.00207428;0.7675;-0.11492162;Shore;No;Yes;250002;5.397943483;;;
Aves;Aves;Procellariiformes;Northern Fulmar;1119.726563;3.049111981;Fulmarus glacialis;Daption capense;10.0478762;1.00207428;0.7675;-0.11492162;Shore;No;Yes;250002;5.397943483;;;
Aves;Aves;Procellariiformes;Northern Fulmar;1205.859375;3.081296664;Fulmarus glacialis;Daption capense;7.61486622;0.88166228;0.7675;-0.11492162;Shore;No;Yes;250002;5.397943483;;;
Aves;Aves;Bucerotiformes;Northern Red Bill Hornbill;1421.191406;3.152652573;Tockus erythrorhynchus;Tockus camurus;5.57440835;0.74619878;0.155;-0.8096683;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Bucerotiformes;Northern Red Bill Hornbill;1205.859375;3.081296664;Tockus erythrorhynchus;Tockus camurus;6.4033137;0.80640478;0.155;-0.8096683;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Bucerotiformes;Northern Red Bill Hornbill;1055.126953;3.023304717;Tockus erythrorhynchus;Tockus camurus;5.77098944;0.76125028;0.155;-0.8096683;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Bucerotiformes;Northern Red Bill Hornbill;1184.326172;3.073471327;Tockus erythrorhynchus;Tockus camurus;6.18519333;0.79135328;0.155;-0.8096683;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Bucerotiformes;Northern Red Bill Hornbill;1205.859375;3.081296664;Tockus erythrorhynchus;Tockus camurus;5.38452354;0.73114728;0.155;-0.8096683;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;2347.119141;3.370535135;Falco peregrinus;Falco peregrinus;3.5524607;0.55052928;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;2519.384766;3.401294499;Falco peregrinus;Falco peregrinus;1.97085097;0.29465379;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;2110.253906;3.324334713;Falco peregrinus;Falco peregrinus;3.20165685;0.50537478;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;2131.787109;3.328743832;Falco peregrinus;Falco peregrinus;3.94170195;0.59568378;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;2217.919922;3.345945862;Falco peregrinus;Falco peregrinus;4.37359215;0.64083828;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;;;Falco peregrinus;Falco peregrinus;1.171875;0.06888129;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;;;Falco peregrinus;Falco peregrinus;1.54629833;0.18929329;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;;;Falco peregrinus;Falco peregrinus;1.13195664;0.05382979;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;;;Falco peregrinus;Falco peregrinus;0.85786271;-0.06658221;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Falconiformes;Peregrine Falcon;;;Falco peregrinus;Falco peregrinus;1.171875;0.06888129;1.025;0.01072387;Shore;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Piping Bellbird;710.5957031;2.851622577;Ornorectes cristatus;Turnagra capensis;4.08070577;0.61073528;0.0945;-1.02456819;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Piping Bellbird;1291.992188;3.111259888;Ornorectes cristatus;Turnagra capensis;2.69226177;0.43011728;0.0945;-1.02456819;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Piping Bellbird;1012.060547;3.005206495;Ornorectes cristatus;Turnagra capensis;2.60055345;0.41506578;0.0945;-1.02456819;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Piping Bellbird;1291.992188;3.111259888;Ornorectes cristatus;Turnagra capensis;2.69226177;0.43011728;0.0945;-1.02456819;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Piping Bellbird;861.328125;2.935168628;Ornorectes cristatus;Turnagra capensis;3.43145085;0.53547778;0.0945;-1.02456819;Closed;No;No;2;0.301029996;;;
Aves;Aves;Cuculiformes;Plaintive Cuckoo;1894.921875;3.277591309;Cacomantis merulinus;Cuculus poliocephalus;2.04035288;0.30970529;0.0235;-1.62893214;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cuculiformes;Plaintive Cuckoo;1981.054688;3.296896465;Cacomantis merulinus;Cuculus poliocephalus;2.11230577;0.32475679;0.0235;-1.62893214;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cuculiformes;Plaintive Cuckoo;2131.787109;3.328743832;Cacomantis merulinus;Cuculus poliocephalus;2.69226177;0.43011728;0.0235;-1.62893214;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cuculiformes;Plaintive Cuckoo;1894.921875;3.277591309;Cacomantis merulinus;Cuculus poliocephalus;2.42640217;0.38496279;0.0235;-1.62893214;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cuculiformes;Plaintive Cuckoo;2777.783203;3.443698347;Cacomantis merulinus;Cuculus poliocephalus;1.60082843;0.20434479;0.0235;-1.62893214;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Charadriiformes;Polar Skua;1604.223633;3.20526491;Stercorarius maccormicki;Stercorariusparasiticus;3.5524607;0.55052928;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Charadriiformes;Polar Skua;1991.821289;3.29925037;Stercorarius maccormicki;Stercorariusparasiticus;3.94170195;0.59568378;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Charadriiformes;Polar Skua;2190.75486;3.340593784;Stercorarius maccormicki;Stercorariusparasiticus;3.43145085;0.53547778;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Charadriiformes;Polar Skua;2142.553711;3.330931718;Stercorarius maccormicki;Stercorariusparasiticus;3.67773796;0.56558078;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Charadriiformes;Polar Skua;;;Stercorarius maccormicki;Stercorariusparasiticus;3.31456304;0.52042628;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Charadriiformes;Polar Skua;;;Stercorarius maccormicki;Stercorariusparasiticus;3.20165685;0.50537478;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Charadriiformes;Polar Skua;;;Stercorarius maccormicki;Stercorariusparasiticus;4.85280433;0.68599278;0.75;-0.12493874;Shore;No;Yes;2522;3.401745082;;;Wilson. D.J.. Lyver. P.O?B.. Whitehead. A.L.. Greene. T.C.. Dugger. K.. Karl. B.J.. Barringer. J.R.F.. McGarry. R.. Pollard. A.M. & Ainley. D.G. in prep. Ad‚lie Penguin colony size predicts South Polar Skua abundance on Ross Island. Antarctica. The Condor
Aves;Aves;Passeriformes;Red Breasted Nuthatch;;;Sitta canadensis;Sittaeuropaea;1.77623035;0.24949929;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;2842.382813;3.453682568;Sitta canadensis;Sittaeuropaea;1.65728152;0.21939629;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;2519.384766;3.401294499;Sitta canadensis;Sittaeuropaea;1.44274736;0.15919029;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;2648.583984;3.423013749;Sitta canadensis;Sittaeuropaea;1.77623035;0.24949929;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;2648.583984;3.423013749;Sitta canadensis;Sittaeuropaea;1.77623035;0.24949929;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;;;Sitta canadensis;Sittaeuropaea;4.37359215;0.64083828;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;;;Sitta canadensis;Sittaeuropaea;5.2011069;0.71609578;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;;;Sitta canadensis;Sittaeuropaea;3.80743311;0.58063228;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;;;Sitta canadensis;Sittaeuropaea;3.31456304;0.52042628;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Red Breasted Nuthatch;;;Sitta canadensis;Sittaeuropaea;3.5524607;0.55052928;0.0105;-1.9788107;Closed;No;No;2;0.301029996;;;
Aves;Aves;Colliformes;Red Faced Mousebird;1571.923828;3.196431497;Urocolius indicus;Urocolius indicus;6.62912607;0.82145628;0.055;-1.25963731;Semi-Closed;No;Yes;6;0.77815125;;;
Aves;Aves;Colliformes;Red Faced Mousebird;1765.722656;3.246922489;Urocolius indicus;Urocolius indicus;avr.75;0.67094128;0.055;-1.25963731;Semi-Closed;No;Yes;6;0.77815125;;;
Aves;Aves;Colliformes;Red Faced Mousebird;1528.857422;3.184366986;Urocolius indicus;Urocolius indicus;6.18519333;0.79135328;0.055;-1.25963731;Semi-Closed;No;Yes;6;0.77815125;;;
Aves;Aves;Colliformes;Red Faced Mousebird;1658.056641;3.219599362;Urocolius indicus;Urocolius indicus;8.7471843;0.94186828;0.055;-1.25963731;Semi-Closed;No;Yes;6;0.77815125;;;
Aves;Aves;Colliformes;Red Faced Mousebird;1830.322266;3.262527563;Urocolius indicus;Urocolius indicus;6.18519333;0.79135328;0.055;-1.25963731;Semi-Closed;No;Yes;6;0.77815125;;;
Aves;Aves;Galiiformes;Red Legged Partridge;3811.376953;3.581081904;Alectoris rufa;Alectoris chukar;2.98725147;0.47527178;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;2368.652344;3.374501322;Alectoris rufa;Alectoris chukar;2.98725147;0.47527178;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;3165.380859;3.500425972;Alectoris rufa;Alectoris chukar;2.51196905;0.40001429;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;3488.378906;3.542623652;Alectoris rufa;Alectoris chukar;2.69226177;0.43011728;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;3746.777344;3.573657885;Alectoris rufa;Alectoris chukar;2.34375;0.36991129;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;;;Alectoris rufa;Alectoris chukar;2.98725147;0.47527178;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;;;Alectoris rufa;Alectoris chukar;2.98725147;0.47527178;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;;;Alectoris rufa;Alectoris chukar;2.51196905;0.40001429;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;;;Alectoris rufa;Alectoris chukar;2.69226177;0.43011728;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Galiiformes;Red Legged Partridge;;;Alectoris rufa;Alectoris chukar;2.34375;0.36991129;0.469;-0.32882716;Open;No;Yes;155;2.190331698;;;
Aves;Aves;Cariamiformes;Red Legged Seriema;1550.390625;3.190441134;Cariama cristata;Cariama cristata;2.88549472;0.46022028;3;0.47712126;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cariamiformes;Red Legged Seriema;1636.523438;3.21392223;Cariama cristata;Cariama cristata;2.60055345;0.41506578;3;0.47712126;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cariamiformes;Red Legged Seriema;1485.791016;3.171957728;Cariama cristata;Cariama cristata;2.78720418;0.44516878;3;0.47712126;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cariamiformes;Red Legged Seriema;1507.324219;3.178206677;Cariama cristata;Cariama cristata;2.51196905;0.40001429;3;0.47712126;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Cariamiformes;Red Legged Seriema;1679.589844;3.22520324;Cariama cristata;Cariama cristata;2.69226177;0.43011728;3;0.47712126;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Podecipediformes;Red Necked Grebe;2368.652344;3.374501322;Podiceps grisegena;Podicepscristatus;3.43145085;0.53547778;0.8655;-0.06273293;Shore;No;Yes;11;1.041392685;;;
Aves;Aves;Podecipediformes;Red Necked Grebe;3122.314453;3.494476639;Podiceps grisegena;Podicepscristatus;4.37359215;0.64083828;0.8655;-0.06273293;Shore;No;Yes;11;1.041392685;;;
Aves;Aves;Podecipediformes;Red Necked Grebe;2842.382813;3.453682568;Podiceps grisegena;Podicepscristatus;4.22461154;0.62578678;0.8655;-0.06273293;Shore;No;Yes;11;1.041392685;;;
Aves;Aves;Podecipediformes;Red Necked Grebe;2476.318359;3.393806477;Podiceps grisegena;Podicepscristatus;4.22461154;0.62578678;0.8655;-0.06273293;Shore;No;Yes;11;1.041392685;;;
Aves;Aves;Podecipediformes;Red Necked Grebe;2239.453125;3.350141976;Podiceps grisegena;Podicepscristatus;3.31456304;0.52042628;0.8655;-0.06273293;Shore;No;Yes;11;1.041392685;;;
Aves;Aves;Phaethontiformes;Red Tailed Tropic Bird;2304.052734;3.362492415;Phaethon rubricauda;Nipponia nippon;1.34613089;0.12908729;0.7175;-0.1441781;Shore;No;No;2;0.301029996;;;
Aves;Aves;Phaethontiformes;Red Tailed Tropic Bird;2196.386719;3.341708809;Phaethon rubricauda;Nipponia nippon;3.43145085;0.53547778;0.7175;-0.1441781;Shore;No;No;2;0.301029996;;;
Aves;Aves;Phaethontiformes;Red Tailed Tropic Bird;2325.585938;3.366532393;Phaethon rubricauda;Nipponia nippon;3.09259667;0.49032328;0.7175;-0.1441781;Shore;No;No;2;0.301029996;;;
Aves;Aves;Phaethontiformes;Red Tailed Tropic Bird;2325.585938;3.366532393;Phaethon rubricauda;Nipponia nippon;2.60055345;0.41506578;0.7175;-0.1441781;Shore;No;No;2;0.301029996;;;
Aves;Aves;Phaethontiformes;Red Tailed Tropic Bird;2347.119141;3.370535135;Phaethon rubricauda;Nipponia nippon;1.65728152;0.21939629;0.7175;-0.1441781;Shore;No;No;2;0.301029996;;;
Aves;Aves;Gaviiformes;Red Throated Loon;1485.791016;3.171957728;Gavia stellata;Gavia stellata;4.85280433;0.68599278;1.724;0.23653726;Shore;No;Yes;604;2.781036939;;;
Aves;Aves;Gaviiformes;Red Throated Loon;1442.724609;3.15918344;Gavia stellata;Gavia stellata;4.85280433;0.68599278;1.724;0.23653726;Shore;No;Yes;604;2.781036939;;;
Aves;Aves;Gaviiformes;Red Throated Loon;1550.390625;3.190441134;Gavia stellata;Gavia stellata;5.02393811;0.70104428;1.724;0.23653726;Shore;No;Yes;604;2.781036939;;;
Aves;Aves;Gaviiformes;Red Throated Loon;1356.591797;3.132449187;Gavia stellata;Gavia stellata;5.38452354;0.73114728;1.724;0.23653726;Shore;No;Yes;604;2.781036939;;;
Aves;Aves;Gaviiformes;Red Throated Loon;1421.191406;3.152652573;Gavia stellata;Gavia stellata;5.2011069;0.71609578;1.724;0.23653726;Shore;No;Yes;604;2.781036939;;;
Aves;Aves;Passeriformes;Rifleman;10895.80078;4.037259154;Acanthisitta chloris;Acanthisitta chloris;7.61486622;0.88166228;0.0065;-2.18708664;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rifleman;8656.347656;3.93733469;Acanthisitta chloris;Acanthisitta chloris;avr.75;0.67094128;0.0065;-2.18708664;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rifleman;8354.882813;3.921940363;Acanthisitta chloris;Acanthisitta chloris;9.375;0.97197128;0.0065;-2.18708664;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rifleman;11541.79688;4.062273427;Acanthisitta chloris;Acanthisitta chloris;8.16141153;0.91176528;0.0065;-2.18708664;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rifleman;8893.212891;3.949058689;Acanthisitta chloris;Acanthisitta chloris;5.97450294;0.77630178;0.0065;-2.18708664;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rufous Banded Miner;3036.181641;3.48232775;Geositta rufipennis;Sclerurus mexicanus;2.98725147;0.47527178;0.0395;-1.4034029;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rufous Banded Miner;3165.380859;3.500425972;Geositta rufipennis;Sclerurus mexicanus;3.20165685;0.50537478;0.0395;-1.4034029;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rufous Banded Miner;2885.449219;3.460213436;Geositta rufipennis;Sclerurus mexicanus;3.67773796;0.56558078;0.0395;-1.4034029;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rufous Banded Miner;3143.847656;3.497461493;Geositta rufipennis;Sclerurus mexicanus;2.60055345;0.41506578;0.0395;-1.4034029;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Passeriformes;Rufous Banded Miner;3273.046875;3.514952225;Geositta rufipennis;Sclerurus mexicanus;2.51196905;0.40001429;0.0395;-1.4034029;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Piciformes;Rufous Tailed Jacamar;2799.316406;3.447051989;Galbula ruficauda;;3.43145085;0.53547778;0.023;-1.63827216;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Piciformes;Rufous Tailed Jacamar;2454.785156;3.390013488;Galbula ruficauda;;2.04035288;0.30970529;0.023;-1.63827216;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Piciformes;Rufous Tailed Jacamar;2906.982422;3.463442406;Galbula ruficauda;;2.60055345;0.41506578;0.023;-1.63827216;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Piciformes;Rufous Tailed Jacamar;3143.847656;3.497461493;Galbula ruficauda;;3.09259667;0.49032328;0.023;-1.63827216;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Piciformes;Rufous Tailed Jacamar;3273.046875;3.514952225;Galbula ruficauda;;2.51196905;0.40001429;0.023;-1.63827216;Semi-Closed;No;No;2;0.301029996;;;
Aves;Aves;Gruiformes;Sarus Crane;882.8613281;2.945892494;Grus antigone;Grus antigone;1.65728152;0.21939629;sept.52;0.97863695;Shore;No;Yes;216;2.334453751;;;
Aves;Aves;Gruiformes;Sarus Crane;979.34574;2.990936039;Grus antigone;Grus antigone;1.77623035;0.24949929;sept.52;0.97863695;Shore;No;Yes;216;2.334453751;;;
Aves;Aves;Gruiformes;Sarus Crane;1593.457031;3.202340357;Grus antigone;Grus antigone;1.34613089;0.12908729;sept.52;0.97863695;Shore;No;Yes;216;2.334453751;;;
